S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
1139,0,0,3,1,2,1,2,0,0,1,1
1140,0,0,3,1,2,1,0,4,2,5,1
1141,0,0,1,1,1,0,0,0,0,1,1
1142,0,0,0,1,1,1,0,4,2,5,1
1143,0,0,1,1,1,0,2,4,2,5,1
1144,0,0,2,2,0,1,0,1,2,0,1
1145,0,1,0,1,1,0,0,4,2,5,0
1146,0,1,1,1,1,0,2,4,2,5,0
1147,0,1,0,1,1,0,2,4,2,5,0
1148,0,1,0,0,1,0,3,4,2,5,0
1149,0,0,0,1,1,0,2,4,2,5,0
1150,0,1,0,0,1,0,2,4,2,5,0
1151,0,1,0,1,1,0,2,4,2,5,0
1152,0,0,2,0,2,1,3,1,2,0,1
1153,0,0,2,0,1,1,2,0,0,1,0
1154,0,1,0,2,7,0,0,4,2,5,1
1155,0,0,2,1,4,1,0,4,2,5,1
1156,0,0,3,1,1,1,3,1,2,0,0
1157,0,0,3,0,2,1,2,4,2,5,0
1158,0,0,3,0,2,1,3,4,2,5,1
1159,0,0,3,0,2,1,0,4,2,5,1
1160,0,0,3,0,2,1,0,1,2,0,1
1161,0,0,2,2,1,1,3,3,2,5,0
1162,0,1,2,1,4,1,0,1,2,0,1
1163,0,0,1,1,1,1,2,1,2,0,0
1164,0,0,2,1,2,1,2,3,2,5,0
1165,0,0,2,2,5,1,0,1,2,0,1
1166,0,0,2,1,1,1,3,3,2,5,1
1167,0,0,2,2,7,1,1,4,2,5,1
1168,0,0,2,2,7,1,0,4,2,5,1
1169,0,1,0,0,9,0,2,0,0,1,1
1170,0,0,1,1,1,1,0,4,2,5,1
1171,0,0,2,0,1,1,2,1,2,0,1
1172,0,0,1,1,0,1,0,1,2,0,1
1173,0,0,1,1,1,0,3,3,2,5,1
1174,0,0,1,2,1,0,2,1,2,0,1
1175,0,0,3,2,5,1,0,1,2,0,1
1176,0,1,2,0,3,1,3,3,2,5,1
1177,0,1,2,0,3,0,3,1,2,0,1
1178,0,0,2,1,1,1,3,1,2,0,1
1179,0,0,3,0,2,0,3,3,2,5,0
1180,0,1,1,1,6,1,1,1,2,0,1
1181,0,0,3,2,4,1,1,3,2,5,0
1182,0,0,3,1,8,1,2,3,2,5,0
1183,0,0,3,0,1,1,3,3,2,5,0
1184,0,0,2,1,1,1,2,1,2,0,1
1185,0,0,0,0,1,0,3,3,2,5,1
1186,0,1,2,0,3,1,3,3,2,5,1
1187,0,0,2,2,0,1,2,3,2,5,0
1188,0,1,2,1,4,0,0,3,2,5,1
1189,0,0,2,1,0,1,2,1,2,0,1
1190,0,0,3,1,1,1,2,3,2,5,1
1191,0,0,1,1,4,0,0,3,2,5,0
1192,0,0,2,2,5,1,0,4,2,5,1
1193,0,1,1,0,3,1,2,3,2,5,0
1194,0,0,0,0,9,0,2,1,2,0,1
1195,0,0,1,2,8,1,0,1,2,0,1
1196,0,0,0,1,0,1,0,1,2,0,1
1197,0,1,2,1,1,0,2,3,2,5,1
1198,0,1,0,1,4,1,0,1,2,0,1
1199,0,0,3,2,8,1,0,3,2,5,1
1200,0,0,0,0,0,1,0,1,2,0,0
1201,0,0,1,0,1,0,3,4,2,5,0
1202,0,0,0,1,1,1,3,0,2,0,0
1203,0,0,2,1,4,1,0,4,2,5,0
1204,0,0,0,1,6,0,0,0,2,0,1
1205,0,0,1,2,7,1,0,3,2,5,0
1206,0,0,1,2,0,1,0,1,2,0,0
1207,0,0,1,1,5,1,0,4,2,5,0
1208,0,0,1,1,8,1,2,1,2,0,1
1209,0,1,0,1,4,1,2,1,2,0,1
1210,0,1,2,1,7,1,0,1,2,0,0
1211,0,0,2,1,2,1,2,4,2,5,1
1212,0,1,2,1,4,0,3,4,2,5,0
1213,0,0,1,1,4,1,1,1,2,0,0
1214,0,0,2,1,8,1,0,0,0,1,0
1215,0,0,3,1,2,1,2,4,2,5,1
1216,0,0,3,1,8,1,0,1,2,0,1
1217,0,1,2,0,1,1,3,4,2,5,0
1218,0,0,1,1,0,1,0,1,2,0,0
1219,0,0,3,1,2,1,0,1,2,0,1
1220,0,0,1,0,1,1,0,1,2,0,0
1221,0,0,2,1,1,1,2,3,2,5,0
1222,0,0,1,1,0,1,2,1,2,0,1
1223,0,0,0,0,9,1,1,1,2,0,0
1224,0,0,2,1,1,1,3,4,2,5,1
1225,0,1,1,0,1,1,2,0,2,0,0
1226,0,0,2,1,6,1,0,1,2,0,1
1227,0,0,3,2,7,1,0,1,2,0,0
1228,0,0,2,0,7,1,0,1,2,0,1
1229,0,1,1,1,0,1,0,4,2,5,0
1230,0,0,0,1,4,1,2,1,2,0,1
1231,0,0,1,0,1,1,2,1,2,0,0
1232,0,0,3,1,5,1,0,1,2,0,0
1233,0,0,1,1,8,1,0,1,2,0,0
1234,0,0,2,1,6,1,0,1,2,0,0
1235,0,0,2,0,1,1,3,1,2,0,0
1236,0,0,1,1,0,1,2,1,2,0,1
1237,0,1,2,1,4,1,0,1,2,0,0
1238,0,0,3,0,1,1,2,1,2,0,1
1239,0,0,2,1,4,1,3,1,2,0,0
1240,0,0,1,1,8,1,0,1,2,0,0
1241,0,0,2,1,0,1,0,1,2,0,0
1242,0,0,3,1,4,1,0,0,0,1,1
1243,0,1,1,0,0,1,0,4,2,5,1
1244,0,0,3,1,1,1,2,4,2,5,0
1245,0,0,1,1,1,1,2,0,2,2,0
1246,0,0,1,1,4,1,1,1,2,0,1
1247,0,0,0,0,1,0,0,1,2,0,1
1248,0,0,0,0,9,0,1,4,2,5,0
1249,0,0,3,1,8,1,0,1,2,0,0
1250,0,0,3,0,2,1,3,1,2,0,0
1251,0,1,2,0,1,1,3,0,0,1,0
1252,0,0,3,0,2,1,1,3,2,5,0
1253,0,0,1,0,0,1,2,1,2,0,0
1254,0,1,0,1,1,0,0,0,2,2,1
1255,0,0,3,1,6,1,0,0,0,1,1
1256,0,0,1,1,0,1,0,0,0,1,1
1257,0,0,2,1,1,1,3,3,2,5,0
1258,0,0,1,1,0,1,2,0,2,2,1
1259,0,0,2,1,1,1,0,1,2,0,0
1260,0,0,0,1,0,1,0,0,2,2,0
1261,0,0,1,0,1,0,2,1,2,0,1
1262,0,0,2,1,5,1,2,1,2,0,0
1263,0,1,1,0,1,0,3,0,0,1,1
1264,0,0,1,0,1,1,0,3,2,5,1
1265,0,0,3,1,4,1,3,3,2,5,0
1266,0,0,3,0,1,1,2,0,2,2,0
1267,0,0,2,1,4,1,3,3,2,5,0
1268,0,0,3,1,7,1,0,1,2,0,0
1269,0,0,2,1,1,1,2,0,0,1,1
1270,0,0,2,1,8,1,0,0,2,2,1
1271,0,0,2,0,1,1,3,0,0,1,1
1272,0,0,3,0,2,1,0,0,0,1,0
1273,0,0,3,0,2,1,2,3,2,5,0
1274,0,0,2,1,1,1,2,1,2,0,0
1275,0,1,0,1,6,0,2,0,0,1,1
1276,0,0,0,1,6,0,2,1,2,0,1
1277,0,0,1,1,0,1,0,0,2,2,0
1278,0,0,1,0,9,1,2,1,2,0,1
1279,0,0,3,0,2,1,3,0,2,2,0
1280,0,0,3,0,2,1,3,1,2,0,1
1281,0,0,0,0,7,1,0,0,2,2,0
1282,0,0,1,0,1,1,2,1,2,0,1
1283,0,0,0,1,0,0,2,0,2,0,1
1284,0,0,0,0,9,0,0,1,2,0,0
1285,0,0,3,0,2,1,1,3,2,5,0
1286,0,1,2,1,1,0,0,4,2,5,0
1287,0,0,2,1,1,1,2,1,2,0,1
1288,0,0,3,1,2,1,3,1,2,0,1
1289,0,0,1,0,0,1,2,1,2,0,0
1290,0,0,1,1,4,1,1,1,2,0,1
1291,0,1,2,1,2,0,3,4,2,5,0
1292,0,0,2,1,1,1,3,4,2,5,0
1293,0,0,2,0,1,1,3,0,0,1,0
1294,0,0,2,0,1,1,3,1,2,0,1
1295,0,0,1,1,0,1,0,1,2,0,1
1296,0,1,0,0,3,1,2,0,0,1,1
1297,0,0,3,1,7,1,0,1,2,0,1
1298,0,0,1,2,6,1,1,1,2,0,1
1299,0,1,1,0,1,1,3,4,2,5,0
1300,0,0,1,1,4,1,0,0,2,2,1
1301,0,0,1,1,4,1,0,3,2,5,0
1302,0,1,1,2,4,0,0,0,2,0,1
1303,0,0,1,1,5,0,0,0,2,2,0
1304,0,0,0,1,0,1,0,4,2,5,0
1305,0,0,1,1,0,1,0,0,2,2,0
1306,0,1,0,1,7,0,0,0,2,0,1
1307,0,0,0,1,6,1,0,0,2,2,0
1308,0,0,0,0,9,0,2,0,2,2,0
1309,0,1,0,0,9,0,0,0,2,2,0
1310,0,1,1,0,1,1,3,0,0,1,1
1311,0,0,0,0,9,0,0,0,2,2,0
1312,0,0,1,1,4,1,0,0,2,2,0
1313,0,0,1,0,1,1,0,3,2,5,0
1314,0,0,0,0,9,0,0,0,2,2,0
1315,0,0,1,0,1,1,2,3,2,5,0
1316,0,0,3,1,1,1,1,0,2,0,0
1317,0,0,1,1,4,1,0,0,2,2,0
1318,0,0,3,0,2,1,2,0,2,2,0
1319,0,0,2,1,6,1,0,0,2,2,1
1320,0,0,3,0,2,1,0,3,2,5,1
1321,0,0,3,0,2,0,0,0,0,1,0
1322,0,1,2,1,4,1,0,0,2,2,0
1323,0,0,2,1,1,1,3,3,2,5,0
1324,0,0,3,1,1,0,3,3,2,5,0
1325,0,0,0,0,9,0,0,0,2,2,0
1326,0,0,1,1,4,1,0,3,2,5,0
1327,0,0,2,0,1,1,3,3,2,5,0
1328,0,0,1,0,1,1,2,0,2,2,0
1329,0,0,2,1,0,1,0,0,2,0,1
1330,0,0,1,1,7,0,1,0,2,2,1
1331,0,1,2,0,3,0,2,3,2,5,1
1332,0,1,0,1,6,0,2,0,2,2,0
1333,0,0,0,0,9,1,2,1,2,0,1
1334,0,0,2,0,1,1,0,1,2,0,1
1335,0,0,1,0,1,0,3,0,0,1,0
1336,0,0,2,0,1,1,3,1,2,0,0
1337,0,1,1,2,1,0,0,1,2,0,0
1338,0,0,2,1,4,1,0,0,2,2,0
1339,0,0,2,1,1,1,2,1,2,0,1
1340,0,0,3,0,2,1,3,1,2,0,0
1341,0,0,1,0,1,1,2,1,2,0,0
1342,0,0,1,1,1,1,0,1,2,0,1
1343,0,0,1,0,1,1,3,0,2,2,1
1344,0,0,3,0,1,1,0,0,2,2,1
1345,0,1,3,0,1,0,3,1,2,0,0
1346,0,0,3,0,1,1,3,0,2,0,0
1347,0,0,2,0,1,1,2,0,0,1,1
1348,0,0,0,0,1,0,1,0,2,2,0
1349,0,0,2,0,1,1,2,0,0,1,0
1350,0,1,2,1,6,1,0,0,0,1,1
1351,0,0,3,0,1,1,2,1,2,0,0
1352,0,0,3,0,2,0,0,0,2,2,1
1353,0,0,0,0,9,0,0,0,0,1,1
1354,0,1,3,0,1,1,2,1,2,0,0
1355,0,0,1,1,1,1,2,1,2,0,1
1356,0,0,2,0,1,1,0,1,2,0,1
1357,0,1,2,1,4,0,1,1,2,0,0
1358,0,0,2,1,1,1,0,1,2,0,0
1359,0,0,1,0,4,1,1,1,2,0,1
1360,0,0,0,0,1,0,2,0,2,2,0
1361,0,0,2,0,1,1,3,1,2,0,0
1362,0,1,2,0,3,1,3,0,0,1,1
1363,0,0,2,0,1,1,2,0,2,2,0
1364,0,0,1,0,0,1,2,1,2,0,0
1365,0,0,3,0,2,1,2,1,2,0,0
1366,0,0,0,1,0,0,2,0,0,1,1
1367,0,0,2,0,1,1,3,1,2,0,1
1368,0,1,1,0,3,1,2,0,0,1,0
1369,0,0,2,0,1,1,3,0,0,1,1
1370,0,0,2,1,4,1,3,1,2,0,0
1371,0,0,1,1,0,1,0,1,2,0,1
1372,0,0,1,1,8,0,2,0,2,2,0
1373,0,0,1,0,1,1,2,0,2,2,0
1374,0,0,3,0,2,1,2,3,2,5,1
1375,0,0,1,1,0,1,0,0,2,2,0
1376,0,1,0,1,4,1,0,1,2,0,1
1377,0,0,0,0,9,0,2,0,2,2,0
1378,0,0,0,0,1,0,2,0,2,2,0
1379,0,0,2,0,1,1,2,0,2,2,0
1380,0,0,1,0,1,0,3,1,2,0,0
1381,0,0,0,2,0,1,0,1,2,0,1
1382,0,0,1,1,0,1,0,0,2,2,0
1383,0,0,0,0,1,0,2,0,2,2,0
1384,0,0,0,1,0,0,0,0,2,2,0
1385,0,0,2,1,8,1,0,0,2,2,0
1386,0,0,1,0,1,1,3,1,2,0,0
1387,0,0,3,0,1,1,3,1,2,0,0
1388,0,0,1,0,1,1,0,0,2,2,0
1389,0,0,3,1,7,1,3,3,2,5,0
1390,0,0,2,0,1,1,2,0,2,0,0
1391,0,0,1,1,0,1,0,3,2,5,1
1392,0,0,3,1,1,1,0,1,2,0,0
1393,0,0,3,0,1,1,2,1,2,0,1
1394,0,0,2,1,1,1,0,0,2,2,0
1395,0,0,2,0,1,1,0,0,0,1,0
1396,0,1,2,0,1,0,2,0,0,1,0
1397,0,0,2,0,1,1,0,0,2,2,0
1398,0,0,2,0,1,1,3,0,2,2,1
1399,0,0,2,1,0,1,0,0,2,2,0
1400,0,0,0,1,4,0,0,1,2,0,0
1401,0,0,0,0,1,0,2,1,2,0,0
1402,0,0,0,2,7,0,0,0,2,2,0
1403,0,1,1,0,1,0,0,0,2,2,0
1404,0,0,0,0,1,0,2,0,2,2,0
1405,0,0,3,0,1,1,3,0,0,1,0
1406,0,0,2,0,1,1,3,0,2,2,1
1407,0,0,2,1,1,1,3,0,2,2,0
1408,0,1,2,0,3,0,0,0,2,2,0
1409,0,0,1,1,0,1,3,1,2,0,1
1410,0,0,0,0,9,0,0,0,2,2,0
1411,0,0,1,1,0,1,0,1,2,0,1
1412,0,0,0,0,7,1,0,1,2,0,0
1413,0,0,2,1,0,1,0,1,2,0,0
1414,0,1,1,1,1,1,2,1,2,0,1
1415,0,0,1,1,6,0,1,1,2,0,0
1416,0,0,0,1,0,0,0,0,0,1,0
1417,0,0,2,1,8,1,0,1,2,0,1
1418,0,0,0,0,9,0,0,1,2,0,0
1419,0,0,1,0,1,1,0,1,2,0,1
1420,0,1,3,1,1,1,0,1,2,0,1
1421,0,0,3,1,2,1,3,1,2,0,1
1422,0,0,1,1,1,1,3,1,2,0,1
1423,0,1,2,1,1,1,2,1,2,0,1
1424,0,1,2,0,3,1,3,1,2,0,0
1425,0,0,2,1,1,0,3,1,2,0,1
1426,0,0,2,1,4,1,0,1,2,0,1
1427,0,1,2,0,3,1,3,4,2,5,1
1428,0,0,3,0,0,1,3,1,2,0,1
1429,0,0,0,0,1,0,3,0,2,2,0
1430,2,1,0,1,1,1,2,2,3,5,0
1431,2,0,2,1,1,1,3,2,1,4,1
1432,2,0,2,0,1,1,2,2,1,4,1
1433,2,0,0,1,0,1,2,2,4,3,0
1434,2,0,1,0,1,0,3,2,3,5,0
1435,2,0,0,0,9,0,0,2,3,5,1
1436,2,0,0,0,1,0,3,2,4,3,0
1437,2,0,1,0,1,1,0,2,4,3,1
1438,2,0,2,0,1,1,2,2,3,5,1
1439,2,0,1,0,0,1,2,2,4,3,0
1440,2,0,0,0,9,0,2,2,4,3,0
1441,2,0,0,0,9,0,2,2,4,3,0
1442,2,1,0,1,6,0,0,2,3,2,0
1443,2,0,1,0,1,1,3,2,3,2,0
1444,2,0,2,1,1,1,2,2,4,3,0
1445,2,0,1,1,1,0,2,2,4,3,0
1446,2,0,0,0,9,0,2,2,4,3,0
1447,2,0,1,1,4,1,0,2,1,4,0
1448,2,0,0,0,9,0,0,2,4,3,0
1449,2,0,0,0,1,0,3,2,3,5,0
1450,2,0,1,1,1,0,3,2,1,4,1
1451,2,0,2,1,2,1,2,2,3,5,1
1452,2,0,2,1,1,1,3,2,1,4,1
1453,2,0,3,1,7,1,0,2,3,5,1
1454,2,1,3,0,2,1,0,2,1,4,1
1455,2,0,1,1,1,1,3,2,4,3,0
1456,2,0,0,0,9,0,0,2,4,3,0
1457,2,0,1,1,7,1,0,2,4,3,1
1458,2,0,1,1,1,1,2,2,1,4,1
1459,2,0,2,1,1,1,2,2,1,4,1
1460,2,0,0,0,9,0,2,2,4,3,1
1461,2,0,0,0,9,0,2,2,4,3,1
1462,2,1,0,0,9,0,2,2,4,3,0
1463,2,0,1,0,1,1,2,2,4,3,1
1464,2,0,0,0,9,0,0,2,4,3,0
1465,2,0,2,0,6,1,0,2,4,3,0
1466,2,0,2,2,1,1,3,2,4,3,1
1467,2,1,0,0,9,0,2,2,4,3,0
1468,2,0,0,0,9,0,2,2,1,4,0
1469,2,0,1,0,1,1,3,2,1,4,0
1470,2,0,0,0,9,0,2,2,4,3,0
1471,2,0,1,1,8,1,0,2,4,3,0
1472,2,0,3,1,1,1,2,2,4,3,0
1473,2,1,3,1,7,0,0,2,3,5,1
1474,2,0,0,0,1,0,2,2,4,3,0
1475,2,0,0,0,1,1,1,2,4,3,0
1476,2,0,1,1,6,1,2,2,4,3,0
1477,2,0,0,0,9,0,0,2,1,4,0
1478,2,0,1,1,1,1,2,2,3,2,0
1479,2,1,2,1,4,1,0,2,3,5,1
1480,2,0,0,1,1,0,2,2,4,3,0
1481,2,1,2,0,1,0,0,2,3,5,0
1482,2,0,3,1,5,1,0,2,1,4,0
1483,2,0,2,1,1,1,2,2,4,3,0
1484,2,0,1,0,1,1,3,2,1,4,0
1485,2,1,1,0,1,0,3,2,1,4,0
1486,2,0,1,1,1,1,2,2,4,3,0
1487,2,0,1,0,1,1,0,2,4,3,0
1488,2,0,1,0,1,1,3,2,1,4,0
1489,2,1,0,0,9,0,2,2,4,3,0
1490,2,0,1,0,0,1,2,2,3,2,1
1491,2,0,0,0,9,0,2,2,4,3,0
1492,2,0,2,1,6,1,0,2,1,4,0
1493,2,0,3,1,1,1,0,2,3,5,0
1494,2,0,0,0,1,0,2,2,1,4,0
1495,2,0,0,0,1,1,2,2,4,3,0
1496,2,0,0,1,1,0,3,2,4,3,0
1497,2,0,2,0,1,0,3,2,4,3,0
1498,2,0,3,0,2,1,2,2,3,5,0
1499,2,0,0,0,9,1,0,2,4,3,0
1500,2,0,0,0,1,0,2,2,4,3,0
1501,2,0,0,0,1,1,3,2,4,3,0
1502,2,0,1,0,1,1,3,2,4,3,0
1503,2,1,0,0,4,0,0,2,1,4,0
1504,2,1,0,0,9,0,2,2,1,4,0
1505,2,0,0,0,9,1,0,2,4,3,0
1506,2,0,2,0,1,1,3,2,4,3,0
1507,2,0,2,0,1,1,3,2,4,3,0
1508,2,0,2,0,1,1,2,2,1,4,0
1509,2,0,0,0,9,0,0,2,4,3,0
1510,2,0,0,0,9,0,2,2,3,2,1
1511,2,1,0,1,9,0,2,2,4,3,0
1512,2,1,0,0,9,0,0,2,3,5,1
1513,2,0,1,1,7,0,0,2,1,4,0
1514,2,0,2,1,7,1,0,2,1,4,0
1515,2,0,0,0,1,1,3,2,3,2,0
1516,2,1,0,0,3,0,2,2,3,2,1
1517,2,0,1,0,1,0,2,2,1,4,0
1518,2,1,0,0,1,0,2,2,4,3,1
1519,2,0,3,0,2,1,0,2,3,5,1
1520,1,1,0,0,9,0,2,5,3,5,0
1521,1,1,2,0,1,1,2,2,3,0,1
1522,1,1,2,1,6,1,0,2,3,0,1
1523,1,0,1,1,1,1,0,2,1,4,1
1524,1,0,0,0,9,0,2,5,3,5,1
1525,1,1,0,0,3,0,2,6,1,4,1
1526,1,1,2,0,3,1,3,5,1,4,1
1527,1,1,0,0,9,0,2,6,1,4,1
1528,1,0,0,0,9,0,2,2,3,5,0
1529,1,1,0,0,9,0,2,6,1,4,1
1530,1,0,1,2,1,0,0,6,1,4,1
1531,1,0,1,1,1,1,2,2,3,0,1
1532,1,0,1,1,4,1,1,5,3,0,1
1533,1,0,0,0,9,0,2,5,1,4,1
1534,1,1,3,0,2,0,0,2,3,0,1
1535,1,0,3,0,2,1,0,5,3,5,1
1536,1,0,2,0,1,1,3,2,3,0,1
1537,1,0,2,2,8,1,0,2,3,0,1
1538,1,0,2,1,1,1,2,5,3,0,1
1539,1,1,0,0,9,0,2,5,3,0,0
1540,1,0,0,1,0,0,0,2,3,0,1
1541,1,1,1,1,1,1,2,2,3,0,1
1542,1,0,0,1,1,0,2,5,3,0,1
1543,1,0,1,1,6,1,0,2,3,0,1
1544,1,0,3,1,2,1,2,2,3,0,1
1545,1,0,1,1,5,1,0,5,3,5,0
1546,1,1,1,1,4,1,0,2,3,0,0
1547,1,1,3,1,4,0,0,2,3,0,1
1548,1,0,1,0,1,1,2,2,3,0,0
1549,1,0,0,1,1,0,2,2,3,0,0
1550,1,1,1,1,5,1,0,2,3,0,1
1551,1,1,2,1,4,1,0,2,3,0,0
1552,1,1,2,1,4,0,0,2,3,0,1
1553,1,1,0,0,9,0,2,5,3,0,0
1554,1,0,1,1,1,1,0,2,3,0,1
1555,1,0,1,1,1,1,2,2,3,0,1
1556,1,0,2,1,1,1,2,2,3,0,0
1557,1,1,1,2,4,0,0,5,3,5,1
1558,1,0,2,2,6,1,0,2,3,0,1
1559,1,0,1,0,1,1,0,2,3,0,0
1560,1,0,0,0,9,0,2,2,3,0,1
1561,1,0,0,0,9,1,3,2,3,5,0
1562,1,0,1,1,1,0,2,2,3,0,1
1563,1,0,2,2,7,0,0,5,3,0,1
1564,1,1,2,1,4,1,0,2,3,0,0
1565,1,1,1,1,3,0,2,2,3,0,0
1566,1,0,1,2,6,0,0,2,3,0,1
1567,1,0,2,1,1,1,2,2,3,0,0
1568,1,1,1,0,1,1,2,2,3,0,1
1569,1,0,3,0,1,1,3,2,3,0,1
1570,1,0,1,1,0,0,0,5,3,0,1
1571,1,1,1,1,4,1,0,2,3,0,1
1572,1,1,3,0,2,1,3,2,3,0,1
1573,1,0,2,0,1,0,3,5,3,0,1
1574,1,0,0,0,9,0,3,5,3,0,1
1575,1,0,0,0,9,1,2,5,3,0,1
1576,1,1,0,0,9,0,2,5,3,0,1
1577,1,0,2,1,4,1,2,2,3,0,1
1578,1,0,0,1,1,0,2,5,3,0,1
1579,1,1,1,1,4,0,0,5,3,0,1
1580,1,0,0,0,9,0,3,5,3,0,1
1581,1,0,0,0,1,1,2,5,3,0,1
1582,1,1,0,0,1,0,2,5,3,0,1
1583,1,0,3,2,0,1,0,5,3,0,1
1584,1,0,1,1,1,0,0,2,3,0,1
1585,1,1,0,0,9,1,0,2,3,0,1
1586,1,0,2,1,4,1,0,5,3,0,1
1587,1,0,1,1,1,0,3,5,3,0,0
1588,1,1,2,0,1,1,3,2,3,0,1
1589,1,0,1,0,0,1,2,5,3,5,1
1590,1,0,3,0,2,1,0,5,3,0,1
1591,1,0,2,2,8,1,0,2,3,0,1
1592,1,1,1,1,4,0,0,5,3,0,1
1593,1,0,3,2,4,0,1,2,3,0,1
1594,1,1,1,1,7,1,2,2,3,0,1
1595,1,1,1,1,4,1,0,2,3,0,1
1596,1,0,1,1,5,1,2,6,3,0,1
1597,1,0,2,1,1,1,3,2,3,0,1
1598,1,0,2,1,1,1,2,2,3,0,1
1599,1,0,0,0,9,0,2,5,1,4,0
1600,1,0,1,0,1,1,3,6,3,0,1
1601,1,1,0,0,9,0,2,6,1,4,0
1602,1,0,2,0,1,1,3,2,3,0,1
1603,1,0,2,2,6,1,0,2,3,0,1
1604,1,1,1,2,6,1,0,5,1,4,0
1605,1,0,2,1,5,1,0,2,1,4,1
1606,1,0,3,2,1,1,0,5,1,4,1
1607,1,0,2,0,1,1,2,2,1,4,1
1608,1,1,0,0,9,0,3,6,1,4,0
1609,1,0,1,0,0,1,2,2,3,0,1
1610,1,1,2,1,6,1,0,5,3,0,1
1611,1,0,1,0,1,1,3,5,3,0,1
1612,1,0,2,1,1,1,2,2,3,0,1
1613,1,0,2,0,1,1,2,5,1,4,1
1614,1,0,0,0,9,0,2,6,3,0,1
1615,1,1,0,0,9,0,0,5,1,4,1
1616,1,0,2,2,5,1,1,2,3,0,1
1617,1,1,1,1,3,1,2,2,1,4,0
1618,1,1,0,0,9,0,0,2,3,0,1
1619,1,0,1,2,4,1,0,2,1,4,1
1620,1,0,2,1,1,1,3,2,3,0,1
1621,1,0,2,2,1,1,3,5,3,0,1
1622,1,1,2,0,3,1,2,5,3,0,0
1623,1,1,0,0,9,0,2,5,1,4,1
1624,1,0,1,0,1,0,3,2,3,0,1
1625,1,0,1,1,1,1,2,2,3,0,1
1626,1,0,0,1,1,1,0,2,3,0,1
1627,1,0,1,0,1,0,0,2,3,0,1
1628,1,0,2,2,1,1,2,5,3,0,1
1629,1,0,2,1,4,1,0,2,3,0,1
1630,1,0,1,1,1,1,3,5,3,0,1
1631,1,0,2,2,6,0,0,2,3,0,1
1632,1,1,1,2,4,0,0,5,3,0,1
1633,1,0,2,0,1,1,0,2,3,0,1
1634,1,0,1,1,4,1,0,5,3,5,1
1635,1,0,2,0,1,1,0,5,3,0,1
1636,1,0,2,1,1,1,0,2,3,0,1
1637,1,0,0,1,6,0,2,2,3,0,1
1638,1,0,0,0,1,0,0,2,3,0,1
1639,1,1,1,0,3,1,2,2,3,0,1
1640,1,1,1,1,4,0,2,5,1,4,1
1641,1,1,3,1,4,0,3,5,3,0,1
1642,1,0,1,0,1,1,0,2,3,0,1
1643,1,1,0,0,1,0,3,2,1,4,1
1644,1,1,0,0,3,1,0,2,3,0,1
1645,1,0,1,0,1,1,3,5,3,0,1
1646,1,0,0,1,1,0,2,2,3,0,1
1647,1,1,0,0,9,0,2,5,1,4,1
1648,1,1,0,1,1,1,0,5,1,4,1
1649,1,1,0,0,1,1,3,5,3,0,1
1650,1,1,3,0,3,1,3,5,3,5,1
1651,1,0,1,1,1,0,3,5,1,4,1
1652,1,0,3,0,1,1,2,5,1,4,1
1653,1,0,0,0,1,0,3,5,1,4,1
1654,1,0,0,0,1,0,0,5,3,0,0
1655,1,0,1,0,1,0,3,2,3,0,1
1656,1,0,2,2,5,1,0,2,1,4,1
1657,1,0,0,0,1,1,3,2,3,0,1
1658,1,0,0,1,1,0,2,2,3,5,1
1659,1,0,2,2,1,1,2,2,3,0,1
1660,1,0,2,2,5,1,1,2,3,0,1
1661,1,0,1,2,5,1,0,2,1,4,1
1662,1,0,1,0,1,1,2,2,3,0,1
1663,1,0,2,1,1,1,3,2,1,4,1
1664,1,0,2,1,1,1,2,2,1,4,1
1665,1,1,0,0,9,1,2,5,3,0,1
1666,1,0,1,0,1,1,3,2,1,4,1
1667,1,1,0,0,9,0,2,6,1,4,1
1668,1,1,1,1,6,1,0,2,3,0,1
1669,1,1,0,0,9,0,2,6,3,5,0
1670,1,1,0,0,9,0,2,6,1,4,0
1671,1,0,2,1,1,1,3,2,3,0,1
1672,1,1,0,0,9,0,2,6,1,4,1
1673,1,0,1,1,0,1,0,2,1,4,0
1674,1,0,2,2,4,1,1,2,3,0,1
1675,1,1,0,0,7,1,0,6,1,4,0
1676,1,0,1,0,1,1,0,5,3,0,1
1677,1,1,0,1,1,0,2,5,1,4,1
1678,1,0,2,1,0,0,0,2,3,0,1
1679,1,0,1,1,1,1,2,2,1,4,0
1680,1,1,0,0,9,0,2,5,1,4,0
1681,1,1,2,0,9,1,0,5,3,0,0
1682,1,1,1,0,1,0,3,5,1,4,0
1683,1,1,0,0,1,0,3,5,1,4,1
1684,1,0,3,0,1,1,2,5,3,0,0
1685,1,1,0,0,9,0,2,5,1,4,0
1686,1,1,0,0,9,0,0,5,3,0,1
1687,1,0,3,1,7,1,1,2,3,0,1
1688,1,0,0,1,9,0,3,5,1,4,0
1689,1,0,1,1,7,1,2,2,3,0,1
1690,1,1,2,1,1,1,2,2,3,0,1
1691,1,1,1,2,5,0,0,2,3,0,1
1692,1,1,1,1,1,0,2,5,1,4,0
1693,1,1,1,2,6,1,1,2,3,0,1
1694,1,0,1,2,6,0,1,5,3,0,1
1695,1,1,1,1,3,1,0,2,3,0,1
