S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod,Perpetrator
564,2,0,2,0,6,1,0,2,4,3,0
565,2,0,2,2,1,1,3,2,4,3,1
566,2,1,0,0,9,0,2,2,4,3,0
567,2,0,0,0,9,0,2,2,1,4,0
568,2,0,1,0,1,1,3,2,1,4,0
569,2,0,0,0,9,0,2,2,4,3,0
570,2,0,1,1,8,1,0,2,4,3,0
571,2,0,3,1,1,1,2,2,4,3,0
572,2,1,3,1,7,0,0,2,3,5,1
573,2,0,0,0,1,0,2,2,4,3,0
574,2,0,0,0,1,1,1,2,4,3,0
575,2,0,1,1,6,1,2,2,4,3,0
576,2,0,0,0,9,0,0,2,1,4,0
577,2,0,1,1,1,1,2,2,3,2,0
578,2,1,2,1,4,1,0,2,3,5,1
579,2,0,0,1,1,0,2,2,4,3,0
580,2,1,2,0,1,0,0,2,3,5,0
581,2,0,3,1,5,1,0,2,1,4,0
582,2,0,2,1,1,1,2,2,4,3,0
583,2,0,1,0,1,1,3,2,1,4,0
584,2,1,1,0,1,0,3,2,1,4,0
585,2,0,1,1,1,1,2,2,4,3,0
586,2,0,1,0,1,1,0,2,4,3,0
587,2,0,1,0,1,1,3,2,1,4,0
588,2,1,0,0,9,0,2,2,4,3,0
589,2,0,1,0,0,1,2,2,3,2,1
590,2,0,0,0,9,0,2,2,4,3,0
591,2,0,2,1,6,1,0,2,1,4,0
592,2,0,3,1,1,1,0,2,3,5,0
593,2,0,0,0,1,0,2,2,1,4,0
594,2,0,0,0,1,1,2,2,4,3,0
595,2,0,0,1,1,0,3,2,4,3,0
596,2,0,2,0,1,0,3,2,4,3,0
597,2,0,3,0,2,1,2,2,3,5,0
598,2,0,0,0,9,1,0,2,4,3,0
599,2,0,0,0,1,0,2,2,4,3,0
600,2,0,0,0,1,1,3,2,4,3,0
601,2,0,1,0,1,1,3,2,4,3,0
602,2,1,0,0,4,0,0,2,1,4,0
603,2,1,0,0,9,0,2,2,1,4,0
604,2,0,0,0,9,1,0,2,4,3,0
605,2,0,2,0,1,1,3,2,4,3,0
606,2,0,2,0,1,1,3,2,4,3,0
607,2,0,2,0,1,1,2,2,1,4,0
608,2,0,0,0,9,0,0,2,4,3,0
609,2,0,0,0,9,0,2,2,3,2,1
610,2,1,0,1,9,0,2,2,4,3,0
611,2,1,0,0,9,0,0,2,3,5,1
612,2,0,1,1,7,0,0,2,1,4,0
613,2,0,2,1,7,1,0,2,1,4,0
614,2,0,0,0,1,1,3,2,3,2,0
615,2,1,0,0,3,0,2,2,3,2,1
616,2,0,1,0,1,0,2,2,1,4,0
617,2,1,0,0,1,0,2,2,4,3,1
618,2,0,3,0,2,1,0,2,3,5,1
619,1,1,0,0,9,0,2,5,3,5,0
620,1,1,2,0,1,1,2,2,3,0,1
621,1,1,2,1,6,1,0,2,3,0,1
622,1,0,1,1,1,1,0,2,1,4,1
623,1,0,0,0,9,0,2,5,3,5,1
624,1,1,0,0,3,0,2,6,1,4,1
625,1,1,2,0,3,1,3,5,1,4,1
626,1,1,0,0,9,0,2,6,1,4,1
627,1,0,0,0,9,0,2,2,3,5,0
628,1,1,0,0,9,0,2,6,1,4,1
629,1,0,1,2,1,0,0,6,1,4,1
630,1,0,1,1,1,1,2,2,3,0,1
631,1,0,1,1,4,1,1,5,3,0,1
632,1,0,0,0,9,0,2,5,1,4,1
633,1,1,3,0,2,0,0,2,3,0,1
634,1,0,3,0,2,1,0,5,3,5,1
635,1,0,2,0,1,1,3,2,3,0,1
636,1,0,2,2,8,1,0,2,3,0,1
637,1,0,2,1,1,1,2,5,3,0,1
638,1,1,0,0,9,0,2,5,3,0,0
639,1,0,0,1,0,0,0,2,3,0,1
640,1,1,1,1,1,1,2,2,3,0,1
641,1,0,0,1,1,0,2,5,3,0,1
642,1,0,1,1,6,1,0,2,3,0,1
643,1,0,3,1,2,1,2,2,3,0,1
644,1,0,1,1,5,1,0,5,3,5,0
645,1,1,1,1,4,1,0,2,3,0,0
646,1,1,3,1,4,0,0,2,3,0,1
647,1,0,1,0,1,1,2,2,3,0,0
648,1,0,0,1,1,0,2,2,3,0,0
649,1,1,1,1,5,1,0,2,3,0,1
650,1,1,2,1,4,1,0,2,3,0,0
651,1,1,2,1,4,0,0,2,3,0,1
652,1,1,0,0,9,0,2,5,3,0,0
653,1,0,1,1,1,1,0,2,3,0,1
654,1,0,1,1,1,1,2,2,3,0,1
655,1,0,2,1,1,1,2,2,3,0,0
656,1,1,1,2,4,0,0,5,3,5,1
657,1,0,2,2,6,1,0,2,3,0,1
658,1,0,1,0,1,1,0,2,3,0,0
659,1,0,0,0,9,0,2,2,3,0,1
660,1,0,0,0,9,1,3,2,3,5,0
661,1,0,1,1,1,0,2,2,3,0,1
662,1,0,2,2,7,0,0,5,3,0,1
663,1,1,2,1,4,1,0,2,3,0,0
664,1,1,1,1,3,0,2,2,3,0,0
665,1,0,1,2,6,0,0,2,3,0,1
666,1,0,2,1,1,1,2,2,3,0,0
667,1,1,1,0,1,1,2,2,3,0,1
668,1,0,3,0,1,1,3,2,3,0,1
669,1,0,1,1,0,0,0,5,3,0,1
670,1,1,1,1,4,1,0,2,3,0,1
671,1,1,3,0,2,1,3,2,3,0,1
672,1,0,2,0,1,0,3,5,3,0,1
673,1,0,0,0,9,0,3,5,3,0,1
674,1,0,0,0,9,1,2,5,3,0,1
675,1,1,0,0,9,0,2,5,3,0,1
676,1,0,2,1,4,1,2,2,3,0,1
677,1,0,0,1,1,0,2,5,3,0,1
678,1,1,1,1,4,0,0,5,3,0,1
679,1,0,0,0,9,0,3,5,3,0,1
680,1,0,0,0,1,1,2,5,3,0,1
681,1,1,0,0,1,0,2,5,3,0,1
682,1,0,3,2,0,1,0,5,3,0,1
683,1,0,1,1,1,0,0,2,3,0,1
684,1,1,0,0,9,1,0,2,3,0,1
685,1,0,2,1,4,1,0,5,3,0,1
686,1,0,1,1,1,0,3,5,3,0,0
687,1,1,2,0,1,1,3,2,3,0,1
688,1,0,1,0,0,1,2,5,3,5,1
689,1,0,3,0,2,1,0,5,3,0,1
690,1,0,2,2,8,1,0,2,3,0,1
691,1,1,1,1,4,0,0,5,3,0,1
692,1,0,3,2,4,0,1,2,3,0,1
693,1,1,1,1,7,1,2,2,3,0,1
694,1,1,1,1,4,1,0,2,3,0,1
695,1,0,1,1,5,1,2,6,3,0,1
696,1,0,2,1,1,1,3,2,3,0,1
697,1,0,2,1,1,1,2,2,3,0,1
698,1,0,0,0,9,0,2,5,1,4,0
699,1,0,1,0,1,1,3,6,3,0,1
700,1,1,0,0,9,0,2,6,1,4,0
701,1,0,2,0,1,1,3,2,3,0,1
702,1,0,2,2,6,1,0,2,3,0,1
703,1,1,1,2,6,1,0,5,1,4,0
704,1,0,2,1,5,1,0,2,1,4,1
705,1,0,3,2,1,1,0,5,1,4,1
706,1,0,2,0,1,1,2,2,1,4,1
707,1,1,0,0,9,0,3,6,1,4,0
708,1,0,1,0,0,1,2,2,3,0,1
709,1,1,2,1,6,1,0,5,3,0,1
710,1,0,1,0,1,1,3,5,3,0,1
711,1,0,2,1,1,1,2,2,3,0,1
712,1,0,2,0,1,1,2,5,1,4,1
713,1,0,0,0,9,0,2,6,3,0,1
714,1,1,0,0,9,0,0,5,1,4,1
715,1,0,2,2,5,1,1,2,3,0,1
716,1,1,1,1,3,1,2,2,1,4,0
717,1,1,0,0,9,0,0,2,3,0,1
718,1,0,1,2,4,1,0,2,1,4,1
719,1,0,2,1,1,1,3,2,3,0,1
720,1,0,2,2,1,1,3,5,3,0,1
721,1,1,2,0,3,1,2,5,3,0,0
722,1,1,0,0,9,0,2,5,1,4,1
723,1,0,1,0,1,0,3,2,3,0,1
724,1,0,1,1,1,1,2,2,3,0,1
725,1,0,0,1,1,1,0,2,3,0,1
726,1,0,1,0,1,0,0,2,3,0,1
727,1,0,2,2,1,1,2,5,3,0,1
728,1,0,2,1,4,1,0,2,3,0,1
729,1,0,1,1,1,1,3,5,3,0,1
730,1,0,2,2,6,0,0,2,3,0,1
731,1,1,1,2,4,0,0,5,3,0,1
732,1,0,2,0,1,1,0,2,3,0,1
733,1,0,1,1,4,1,0,5,3,5,1
734,1,0,2,0,1,1,0,5,3,0,1
735,1,0,2,1,1,1,0,2,3,0,1
736,1,0,0,1,6,0,2,2,3,0,1
737,1,0,0,0,1,0,0,2,3,0,1
738,1,1,1,0,3,1,2,2,3,0,1
739,1,1,1,1,4,0,2,5,1,4,1
740,1,1,3,1,4,0,3,5,3,0,1
741,1,0,1,0,1,1,0,2,3,0,1
742,1,1,0,0,1,0,3,2,1,4,1
743,1,1,0,0,3,1,0,2,3,0,1
744,1,0,1,0,1,1,3,5,3,0,1
745,1,0,0,1,1,0,2,2,3,0,1
746,1,1,0,0,9,0,2,5,1,4,1
747,1,1,0,1,1,1,0,5,1,4,1
748,1,1,0,0,1,1,3,5,3,0,1
749,1,1,3,0,3,1,3,5,3,5,1
750,1,0,1,1,1,0,3,5,1,4,1
751,1,0,3,0,1,1,2,5,1,4,1
752,1,0,0,0,1,0,3,5,1,4,1
753,1,0,0,0,1,0,0,5,3,0,0
754,1,0,1,0,1,0,3,2,3,0,1
755,1,0,2,2,5,1,0,2,1,4,1
756,1,0,0,0,1,1,3,2,3,0,1
757,1,0,0,1,1,0,2,2,3,5,1
758,1,0,2,2,1,1,2,2,3,0,1
759,1,0,2,2,5,1,1,2,3,0,1
760,1,0,1,2,5,1,0,2,1,4,1
761,1,0,1,0,1,1,2,2,3,0,1
762,1,0,2,1,1,1,3,2,1,4,1
763,1,0,2,1,1,1,2,2,1,4,1
764,1,1,0,0,9,1,2,5,3,0,1
765,1,0,1,0,1,1,3,2,1,4,1
766,1,1,0,0,9,0,2,6,1,4,1
767,1,1,1,1,6,1,0,2,3,0,1
768,1,1,0,0,9,0,2,6,3,5,0
769,1,1,0,0,9,0,2,6,1,4,0
770,1,0,2,1,1,1,3,2,3,0,1
771,1,1,0,0,9,0,2,6,1,4,1
772,1,0,1,1,0,1,0,2,1,4,0
773,1,0,2,2,4,1,1,2,3,0,1
774,1,1,0,0,7,1,0,6,1,4,0
775,1,0,1,0,1,1,0,5,3,0,1
776,1,1,0,1,1,0,2,5,1,4,1
777,1,0,2,1,0,0,0,2,3,0,1
778,1,0,1,1,1,1,2,2,1,4,0
779,1,1,0,0,9,0,2,5,1,4,0
780,1,1,2,0,9,1,0,5,3,0,0
781,1,1,1,0,1,0,3,5,1,4,0
782,1,1,0,0,1,0,3,5,1,4,1
783,1,0,3,0,1,1,2,5,3,0,0
784,1,1,0,0,9,0,2,5,1,4,0
785,1,1,0,0,9,0,0,5,3,0,1
786,1,0,3,1,7,1,1,2,3,0,1
787,1,0,0,1,9,0,3,5,1,4,0
788,1,0,1,1,7,1,2,2,3,0,1
789,1,1,2,1,1,1,2,2,3,0,1
790,1,1,1,2,5,0,0,2,3,0,1
791,1,1,1,1,1,0,2,5,1,4,0
792,1,1,1,2,6,1,1,2,3,0,1
793,1,0,1,2,6,0,1,5,3,0,1
794,1,1,1,1,3,1,0,2,3,0,1
795,1,1,2,1,4,0,0,5,3,0,1
796,1,0,3,1,6,1,2,2,1,4,1
797,1,1,2,1,4,1,0,2,3,0,1
798,1,1,0,1,1,0,2,2,3,0,1
799,1,1,0,0,9,0,2,6,1,4,0
800,1,0,0,0,9,0,0,5,3,0,1
801,1,0,2,1,1,1,3,2,1,4,0
802,1,1,2,0,1,1,2,2,3,5,0
803,1,1,0,0,3,1,2,2,3,0,1
804,1,1,0,0,7,1,2,2,3,0,1
805,1,0,2,1,4,0,0,5,1,4,1
806,1,0,2,2,6,1,0,5,3,0,1
807,1,0,2,1,6,1,0,6,3,0,0
808,1,1,3,0,2,1,0,2,3,0,1
809,1,0,2,1,1,1,3,2,3,0,1
810,1,1,3,1,4,1,0,2,3,0,1
811,1,0,0,0,1,0,2,5,1,4,0
812,1,0,1,2,1,0,3,2,3,0,0
813,1,1,0,0,9,0,2,5,1,4,1
814,1,1,0,0,9,0,2,5,1,4,0
815,1,1,0,0,1,1,2,5,1,4,1
816,1,0,0,1,1,1,2,5,1,4,1
817,1,0,0,2,7,0,0,2,3,0,1
818,1,1,2,0,3,1,2,2,3,0,1
819,1,1,0,1,4,1,0,5,1,4,0
820,1,0,1,1,7,1,0,5,3,0,1
821,1,1,0,1,6,0,0,5,1,4,0
822,1,0,2,1,1,1,2,2,3,0,1
823,1,0,3,2,1,1,3,2,1,4,1
824,1,1,2,1,4,1,0,2,3,0,1
825,1,1,0,0,9,0,2,5,1,4,0
826,1,1,0,0,1,1,0,5,1,4,0
827,1,0,0,0,9,0,2,6,3,5,0
828,1,1,0,0,9,1,2,5,1,4,0
829,1,1,1,0,3,1,2,5,3,0,0
830,1,0,3,0,2,1,0,2,3,0,1
831,1,1,2,1,4,1,1,2,3,0,1
832,1,1,2,2,6,1,1,5,3,0,1
833,1,0,2,1,1,0,3,5,1,4,0
834,1,1,1,0,3,1,2,5,3,0,1
835,1,0,0,0,9,0,2,5,3,0,1
836,1,0,1,1,0,1,2,2,3,0,1
837,1,1,0,1,6,1,0,5,3,0,1
838,1,1,1,1,3,1,0,2,3,0,1
839,1,0,1,1,4,0,0,2,3,0,1
840,1,1,0,0,9,0,2,5,1,4,1
841,1,1,1,1,0,1,0,5,1,4,1
842,1,1,0,0,9,0,2,5,1,4,1
843,1,0,2,1,4,1,0,5,1,4,0
844,1,0,1,2,6,1,0,5,3,0,1
845,1,1,0,0,9,0,2,5,1,4,1
846,1,1,1,1,5,1,0,5,3,0,1
847,1,1,2,0,3,1,0,2,3,0,1
848,1,0,1,1,1,1,3,2,3,0,1
849,1,0,1,1,1,1,3,5,3,0,1
850,1,1,0,0,9,0,2,5,1,4,1
851,1,1,0,1,7,0,0,5,1,4,1
852,1,0,2,0,1,1,2,2,3,0,1
853,1,1,0,0,9,0,2,5,1,4,0
854,1,1,0,0,9,0,3,5,3,0,1
855,1,1,1,2,6,0,0,6,1,4,1
856,1,1,0,0,9,0,2,5,1,4,0
857,1,0,2,1,0,1,0,5,1,4,0
858,1,0,0,0,9,0,2,5,3,0,1
859,1,1,0,0,9,0,2,5,1,4,1
860,1,1,2,1,3,1,2,5,3,0,1
861,1,1,1,0,3,1,0,2,3,0,1
862,1,1,0,0,1,1,2,5,3,0,0
863,1,1,0,0,9,0,2,5,1,4,0
864,1,1,0,0,9,0,1,6,1,4,1
865,1,0,1,0,1,0,3,5,3,0,1
866,1,0,2,1,0,1,0,5,3,0,1
867,1,0,1,1,5,1,0,2,3,0,1
868,1,0,3,2,1,1,2,2,3,0,1
869,1,1,1,0,9,0,2,5,1,4,1
870,1,1,0,1,1,0,2,5,1,4,1
871,1,0,3,2,4,1,1,5,3,0,1
872,1,0,1,0,1,1,2,2,3,0,0
873,1,0,2,1,1,1,2,6,3,0,1
874,1,0,1,2,1,1,0,2,1,4,1
875,1,1,1,0,3,1,0,2,3,0,1
876,1,0,2,2,7,1,2,5,3,0,1
877,1,0,2,0,1,1,3,2,3,0,1
878,1,0,2,1,5,1,2,5,1,4,1
879,1,1,1,0,1,1,3,5,1,4,1
880,1,0,0,0,9,0,2,5,1,4,1
881,1,1,1,0,3,1,2,5,1,4,1
882,1,1,0,0,9,0,2,6,1,4,1
883,1,1,2,0,3,0,2,2,1,4,1
884,1,0,1,1,1,1,3,5,1,4,0
885,1,0,0,0,6,1,0,5,3,0,1
886,1,0,0,1,0,0,2,5,1,4,1
887,1,1,0,0,9,0,0,2,1,4,1
888,1,1,0,0,1,0,0,5,1,4,0
889,1,0,3,1,4,1,0,2,1,4,1
890,1,0,1,1,0,1,0,5,3,0,1
891,1,0,3,1,1,1,3,2,3,0,1
892,1,0,2,1,0,1,0,5,3,0,1
893,1,1,0,0,3,1,2,5,3,0,1
894,1,1,1,0,3,1,2,5,3,5,0
895,1,1,1,0,3,1,2,2,3,0,1
896,1,0,3,1,7,1,2,5,3,0,0
897,1,0,3,0,2,1,2,2,3,0,1
898,1,1,0,0,1,0,3,2,3,0,1
899,1,1,2,0,3,1,2,2,3,0,1
900,1,1,0,1,1,0,2,2,1,4,1
901,0,0,2,1,1,1,3,4,2,5,1
902,0,1,0,0,9,0,2,1,2,0,1
903,0,0,2,0,2,1,3,1,2,0,1
904,0,0,2,0,1,1,2,0,2,0,1
905,0,0,2,0,0,1,2,1,2,0,0
906,0,0,3,0,2,1,3,0,0,1,0
907,0,0,3,2,6,1,1,1,2,0,1
908,0,0,2,0,1,1,3,1,2,0,0
909,0,1,2,1,6,0,0,1,2,0,0
910,0,0,2,1,1,1,3,1,2,0,0
911,0,0,2,1,2,1,3,1,2,0,1
912,0,0,2,0,1,1,3,1,2,0,0
913,0,0,2,0,1,1,3,1,2,0,0
914,0,1,2,0,1,0,3,1,2,0,1
915,0,0,3,1,1,1,2,1,2,0,0
916,0,0,3,1,1,1,2,1,2,0,0
917,0,0,1,0,1,1,2,1,2,0,1
918,0,0,2,1,1,1,2,1,2,0,0
919,0,0,3,0,1,1,2,1,2,0,0
920,0,0,2,1,0,1,0,1,2,0,0
921,0,0,2,0,1,1,3,1,2,0,1
922,0,0,0,1,1,1,0,1,2,0,0
923,0,0,1,1,1,1,2,1,2,0,0
924,0,1,2,1,6,1,0,1,2,0,0
925,0,0,3,1,2,1,2,4,2,5,0
926,0,0,3,0,1,1,2,1,2,0,0
927,0,0,3,1,1,1,0,1,2,0,1
928,0,0,1,1,1,1,2,1,2,0,0
929,0,0,3,1,1,1,2,1,2,0,1
930,0,0,2,1,8,1,2,0,0,1,0
931,0,1,0,1,6,0,2,1,2,0,0
932,0,1,0,1,1,0,2,1,2,0,1
933,0,0,3,0,1,1,3,0,0,1,1
934,0,0,2,0,1,1,2,1,2,0,0
935,0,0,3,0,1,1,2,1,2,0,0
936,0,1,1,0,3,1,3,1,2,0,1
937,0,0,2,0,1,1,3,1,2,0,1
938,0,1,1,0,1,0,3,0,2,0,1
939,0,0,3,0,1,1,3,1,2,0,1
940,0,0,2,0,1,1,3,0,2,0,1
941,0,1,2,0,1,1,3,0,2,0,0
942,0,0,2,0,1,1,2,1,2,0,0
943,0,0,1,1,1,1,2,1,2,0,1
944,0,0,1,1,1,1,2,1,2,0,1
945,0,1,3,0,3,1,2,1,2,0,1
946,0,1,0,1,6,0,2,1,2,0,1
947,0,0,2,0,1,1,3,1,2,0,0
948,0,0,3,1,1,1,2,1,2,0,0
949,0,1,1,1,4,1,0,1,2,0,1
950,0,0,3,1,1,1,0,1,2,0,1
951,0,0,1,0,0,1,0,1,2,0,1
952,0,0,2,0,1,1,2,4,2,5,1
953,0,0,1,0,1,1,2,1,2,0,0
954,0,0,2,2,6,1,1,1,2,0,0
955,0,0,3,1,1,1,2,1,2,0,0
956,0,0,3,1,1,1,2,1,2,0,0
957,0,0,2,1,1,1,2,1,2,0,1
958,0,0,3,1,2,0,2,4,2,5,0
959,0,0,1,1,7,0,2,1,2,0,0
960,0,0,2,1,1,1,2,1,2,0,1
961,0,0,2,0,1,1,3,4,2,5,0
962,0,1,3,2,6,1,1,1,2,0,0
963,0,0,3,0,2,1,3,1,2,0,0
964,0,0,3,0,1,1,3,1,2,0,1
965,0,0,1,1,0,1,2,4,2,5,1
966,0,0,0,2,6,0,1,1,2,0,1
967,0,0,2,1,1,1,2,1,2,0,0
968,0,0,0,0,1,0,2,1,2,0,0
969,0,0,2,1,1,1,2,1,2,0,0
970,0,1,0,0,1,1,0,0,0,1,0
971,0,1,2,0,1,0,2,1,2,0,1
972,0,1,2,0,1,0,2,1,2,0,1
973,0,0,1,2,6,1,1,4,2,5,0
974,0,1,0,0,7,0,0,0,0,1,1
975,0,0,2,1,1,1,2,1,2,0,0
976,0,0,2,0,1,1,2,1,2,0,0
977,0,0,0,0,9,0,2,1,2,0,0
978,0,1,2,1,4,1,0,0,2,0,0
979,0,1,0,0,1,0,2,0,2,0,0
980,0,1,3,2,6,1,1,0,2,0,1
981,0,0,1,1,0,1,0,0,2,0,0
982,0,0,2,0,1,1,3,1,2,0,0
983,0,0,3,0,2,1,3,1,2,0,1
984,0,0,1,1,0,1,0,1,2,0,1
985,0,0,2,1,1,1,2,1,2,0,1
986,0,0,1,0,1,1,2,1,2,0,0
987,0,0,0,1,1,1,2,1,2,0,1
988,0,0,2,1,7,0,0,1,2,0,0
989,0,0,1,1,0,0,1,4,2,5,0
990,0,0,2,1,4,1,0,1,2,0,0
991,0,0,2,0,1,1,2,1,2,0,0
992,0,0,1,1,1,1,2,1,2,0,0
993,0,0,1,1,0,1,2,1,2,0,0
994,0,0,0,0,0,1,2,1,2,0,0
995,0,0,2,0,1,1,3,1,2,0,1
996,0,0,3,1,4,1,0,1,2,0,1
997,0,0,2,2,1,0,3,1,2,0,0
998,0,0,2,0,1,1,3,0,0,1,0
999,0,0,3,2,7,1,0,3,2,5,0
1000,0,0,3,0,1,1,3,4,2,5,1
1001,0,0,3,1,1,1,2,4,2,5,1
1002,0,0,3,0,2,1,0,0,0,1,1
1003,0,1,3,0,2,0,3,4,2,5,1
1004,0,1,2,0,3,1,2,0,0,1,1
1005,0,0,2,0,1,1,2,1,2,0,1
1006,0,1,1,0,3,1,2,1,2,0,1
1007,0,1,0,1,4,1,0,3,2,5,1
1008,0,1,0,0,1,0,3,0,0,1,1
1009,0,0,3,1,4,1,0,3,2,5,1
1010,0,0,3,1,4,1,1,0,2,2,1
1011,0,0,1,1,1,1,2,1,2,0,1
1012,0,0,2,1,4,0,0,1,2,0,1
1013,0,0,2,2,1,1,0,4,2,5,0
1014,0,0,0,2,6,0,1,1,2,0,1
1015,0,1,1,0,0,0,2,1,2,0,1
1016,0,1,2,0,1,0,3,0,0,1,1
1017,0,0,3,1,4,1,0,4,2,5,1
1018,0,0,0,1,6,0,2,1,2,0,1
1019,0,0,1,1,1,1,2,0,2,0,0
1020,0,0,2,1,1,1,3,0,0,1,1
1021,0,0,0,0,1,1,3,0,2,0,1
1022,0,0,3,0,1,1,3,1,2,0,1
1023,0,0,2,2,6,1,1,3,2,5,1
1024,0,0,2,1,1,1,3,1,2,0,1
1025,0,0,3,0,1,1,3,4,2,5,1
1026,0,0,2,1,1,0,2,1,2,0,1
1027,0,0,1,0,1,0,3,1,2,0,1
1028,0,1,2,0,3,0,2,1,2,0,1
1029,0,1,0,0,1,1,3,1,2,0,1
1030,0,1,0,0,9,0,2,1,2,0,1
1031,0,0,1,1,4,1,1,0,0,1,1
1032,0,0,1,0,0,1,2,0,0,1,1
1033,0,0,1,2,5,1,0,0,0,1,1
1034,0,0,3,1,6,1,1,0,0,1,1
1035,0,1,2,0,3,1,2,1,2,0,1
1036,0,0,0,0,9,0,2,0,0,1,1
1037,0,0,3,0,2,1,2,0,0,1,1
1038,0,0,3,0,2,0,2,4,2,5,0
1039,0,0,3,0,1,1,2,4,2,5,0
1040,0,1,1,0,3,1,2,0,0,1,1
1041,0,1,3,1,4,1,1,1,2,0,1
1042,0,0,0,0,1,0,3,1,2,0,1
1043,0,0,3,0,2,1,2,1,2,0,0
1044,0,0,2,1,0,1,0,1,2,0,1
1045,0,0,0,0,9,0,2,0,2,2,0
1046,0,1,2,0,5,0,0,4,2,5,1
1047,0,0,1,0,1,1,2,1,2,0,1
1048,0,0,2,0,1,1,2,1,2,0,0
1049,0,0,2,1,1,1,3,0,2,0,1
1050,0,0,2,1,0,1,0,0,2,2,0
1051,0,0,2,0,2,1,0,1,2,0,1
1052,0,0,0,1,0,1,2,1,2,0,0
1053,0,1,2,1,6,1,2,4,2,5,0
1054,0,0,1,1,0,1,0,1,2,0,0
1055,0,0,0,0,9,0,2,1,2,0,0
1056,0,0,1,2,6,0,1,1,2,0,1
1057,0,0,1,1,1,1,2,1,2,0,1
1058,0,1,1,0,3,0,2,1,2,0,0
1059,0,0,2,1,1,1,2,1,2,0,0
1060,0,0,1,0,1,1,0,4,2,5,0
1061,0,0,2,0,7,1,0,1,2,0,1
1062,0,0,3,1,4,1,1,0,2,2,0
1063,0,0,1,1,1,1,0,1,2,0,0
1064,0,0,0,0,0,0,2,1,2,0,1
1065,0,0,3,1,6,1,2,1,2,0,0
1066,0,0,1,1,4,1,0,0,0,1,0
1067,0,0,1,0,0,1,0,1,2,0,1
1068,0,1,2,0,3,1,2,1,2,0,1
1069,0,0,1,0,0,1,2,1,2,0,1
1070,0,0,3,0,1,1,3,1,2,0,0
1071,0,0,3,0,1,1,2,1,2,0,1
1072,0,1,0,0,9,0,2,1,2,0,1
1073,0,0,3,0,1,1,2,4,2,5,1
1074,0,0,3,0,1,1,3,1,2,0,1
1075,0,0,2,0,1,1,2,4,2,5,0
1076,0,0,2,2,6,1,0,0,0,1,1
1077,0,0,1,1,7,1,0,0,0,1,1
1078,0,0,2,0,1,1,2,1,2,0,0
1079,0,0,3,0,1,1,0,1,2,0,1
1080,0,0,1,0,1,1,2,1,2,0,1
1081,0,0,1,1,6,1,2,1,2,0,1
1082,0,0,1,0,1,1,3,1,2,0,1
1083,0,0,1,1,4,1,0,1,2,0,1
1084,0,0,0,0,9,0,2,1,2,0,0
1085,0,0,3,1,4,0,0,1,2,0,0
1086,0,0,2,1,4,1,0,4,2,5,1
1087,0,0,3,0,2,1,2,4,2,5,0
1088,0,0,0,0,1,1,2,1,2,0,0
1089,0,0,2,0,1,1,3,4,2,5,0
1090,0,0,3,0,2,1,2,4,2,5,1
1091,0,0,0,0,9,1,2,4,2,5,0
1092,0,0,3,0,1,1,3,1,2,0,1
1093,0,0,3,0,2,1,3,1,2,0,0
1094,0,0,2,0,1,1,3,0,0,1,1
1095,0,0,3,1,1,1,3,1,2,0,0
1096,0,0,1,1,0,1,0,1,2,0,1
1097,0,0,2,1,4,1,3,1,2,0,1
1098,0,0,1,0,1,0,2,1,2,0,1
1099,0,0,2,1,6,1,2,1,2,0,1
1100,0,0,1,1,4,1,0,1,2,0,1
1101,0,0,1,1,0,1,0,1,2,0,1
1102,0,0,2,1,0,1,0,1,2,0,1
1103,0,0,1,1,4,1,0,1,2,0,1
1104,0,0,1,0,0,1,0,1,2,0,1
1105,0,0,2,0,1,1,2,1,2,0,0
1106,0,0,1,1,6,1,2,1,2,0,1
1107,0,0,3,0,0,1,0,1,2,0,1
1108,0,0,1,0,1,1,2,1,2,0,1
1109,0,0,2,1,1,1,2,1,2,0,1
1110,0,0,2,1,0,1,0,4,2,5,0
1111,0,1,1,1,6,1,2,0,0,1,0
1112,0,0,1,2,1,1,0,1,2,0,1
1113,0,0,2,0,1,1,2,1,2,0,1
1114,0,0,3,0,0,1,0,1,2,0,1
1115,0,1,2,1,6,1,3,1,2,0,1
1116,0,0,1,1,0,1,0,1,2,0,1
1117,0,0,3,0,1,1,3,1,2,0,0
1118,0,0,1,0,1,1,2,1,2,0,1
1119,0,1,2,1,0,1,1,1,2,0,0
1120,0,0,2,0,1,1,3,1,2,0,1
1121,0,0,1,0,1,1,3,1,2,0,1
1122,0,1,1,1,1,0,1,1,2,0,0
1123,0,0,2,2,4,1,1,1,2,0,0
1124,0,0,2,1,1,1,2,1,2,0,1
1125,0,1,1,1,0,0,2,1,2,0,0
1126,0,0,2,1,4,0,1,1,2,0,0
1127,0,1,2,0,1,1,0,1,2,0,0
1128,0,1,2,1,1,1,0,4,2,5,0
1129,0,0,1,1,0,1,0,1,2,0,0
1130,0,1,1,0,1,1,0,1,2,0,1
1131,0,1,1,1,1,1,0,1,2,0,1
1132,0,0,3,2,1,1,3,1,2,0,0
1133,0,0,2,0,1,1,0,1,2,0,0
1134,0,0,2,1,1,1,0,1,2,0,0
1135,0,0,2,0,0,1,2,4,2,5,1
1136,0,0,1,0,1,1,3,4,2,5,1
1137,0,0,2,1,1,1,3,0,2,0,1
1138,0,0,2,1,1,1,3,4,2,5,0
